id,slug,title,description,status,category,factsDate,startDate,verdictDate,annee_faits,annee_verdict,duree_procedure,sentence,appeal,politician_id,politician_name,politician_slug,party_short,party_name,position_politique,institution,departmentCode,constituency,age_approx,annee_naissance,isCurrent
cmlv84zvz00msemv5y6eqmstx,matthieu-marchio-condamnation-de-matthieu-marchio-aux-prud-hommes-pour-indemnites-de-teletravail-et-d-occupation-de-logement,Condamnation de Matthieu Marchio aux prud'hommes pour indemnités de télétravail et d'occupation de logement,"Caroline Varlet, conseillère municipale d'opposition à Douchy-les-Mines, a été assistante parlementaire de Sébastien Chenu puis de Matthieu Marchio entre juin 2021 et octobre 2022. Suite à la rupture de son contrat, elle a saisi le conseil des prud'hommes en décembre 2024 contre les deux députés RN. En juin 2025, le conseil des prud'hommes a condamné Matthieu Marchio à verser des indemnités d'occupation de logement, de télétravail et de procédure pour un montant total d'environ 209 euros. Le conseil a toutefois jugé la rupture du contrat conforme au code du travail.",CONDAMNATION_PREMIERE_INSTANCE,AUTRE,2021-06-01T00:00:00.000Z,Non spécifié,2025-06-30T00:00:00.000Z,2021.0,2025.0,,Non spécifié,False,cmkjo0awo00i0vtv5t6oeu8ma,Matthieu Marchio,matthieu-marchio,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,32.0,1993.0,Non spécifié
cmlv84zri00mqemv53xnrl3qg,matthieu-marchio-condamnation-de-matthieu-marchio-aux-prud-hommes-pour-violation-de-l-obligation-de-securite,Condamnation de Matthieu Marchio aux Prud'hommes pour violation de l'obligation de sécurité,"Matthieu Marchio, député RN, a licencié sa suppléante Anne-Sophie Leclerc qu'il avait embauchée comme assistante parlementaire en mai 2023. Celle-ci s'est plainte de conditions de travail dégradées, incluant des semaines de 50 heures rémunérées 500 euros par mois sur un CDI de 18 heures, ainsi que de brimades et humiliations. En mars 2025, le conseil des Prud'hommes a condamné le député à verser plus de 10 000 euros de rappels de salaire et 5 000 euros de dommages et intérêts pour violation de l'obligation de sécurité, et a requalifié le CDI à temps partiel en temps complet. En décembre 2025, l'appel du député a été déclaré caduc, rendant la condamnation définitive.",CONDAMNATION_DEFINITIVE,HARCELEMENT_MORAL,2023-05-01T00:00:00.000Z,Non spécifié,2025-03-31T00:00:00.000Z,2023.0,2025.0,,Non spécifié,False,cmkjo0awo00i0vtv5t6oeu8ma,Matthieu Marchio,matthieu-marchio,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,32.0,1993.0,Non spécifié
cmlv84zmz00mmemv54o6gvk8x,laurent-marcangeli-condamnation-par-la-cour-des-comptes-pour-non-execution-de-decisions-de-justice,Condamnation par la Cour des comptes pour non-exécution de décisions de justice,"[Laurent Marcangeli](/politiques/laurent-marcangeli), député [Horizons](/partis/horizons) de la 1ère circonscription, a été condamné par la Cour des comptes en mai 2023 pour manquement aux obligations légales en tant que maire d'Ajaccio. La commune, sous son autorité, n'avait pas respecté l'exécution de plusieurs jugements du tribunal administratif. Spécifiquement, un ancien salarié n'avait pas reçu dans les délais légaux les indemnités, astreintes et intérêts auxquels il avait droit selon ces décisions de justice. La Cour des comptes a établi cette responsabilité dans ses attributions de contrôle de la gestion publique locale. Marcangeli a été condamné au paiement d'une amende de 10 000 euros pour cette non-exécution caractérisée. Cette condamnation est devenue définitive, sans recours possible. Elle illustre les obligations de mise en conformité qui pèsent sur les autorités locales face aux décisions judiciaires, notamment en matière de droits des salariés publics.",CONDAMNATION_DEFINITIVE,AUTRE,Non spécifié,2023-05-31T00:00:00.000Z,2023-05-31T00:00:00.000Z,,2023.0,0.0,Non spécifié,False,cmkjnz7ec002wvtv5diuzfify,Laurent Marcangeli,laurent-marcangeli,HOR,Horizons,Non spécifié,Non spécifié,Non spécifié,Non spécifié,45.0,1980.0,Non spécifié
cmlv84zi900mhemv5760db1wf,sylvain-maillard-pandora-papers-societe-offshore-unik-deal-limited,Affaire des Pandora Papers - Société offshore Unik Deal Limited,"En octobre 2021, les Pandora Papers révèlent que Sylvain Maillard, député LREM de Paris, apparaît comme propriétaire à hauteur de 25% d'une société offshore immatriculée aux Seychelles en septembre 2010, Unik Deal Limited, qui servait de ""base arrière financière"" à la vente de contrefaçons de toupies Beyblade en France. Son associé Florian Deloppinot a été condamné en 2014 à payer 60.000 euros pour contrefaçon et préjudice commercial à Hasbro, tandis que Sylvain Maillard n'a pas été poursuivi par la justice. Le député se défend en affirmant être victime d'une usurpation d'identité, version confirmée par Deloppinot qui reconnaît avoir créé la société et utilisé le passeport de Maillard sans le prévenir, bien qu'il lui ait attribué 25% des parts. Suite aux révélations, le ministre de l'Économie Bruno Le Maire annonce que Bercy lance des vérifications concernant la présence de résidents fiscaux français dans les Pandora Papers.",ENQUETE_PRELIMINAIRE,AUTRE,2010-09-01T00:00:00.000Z,Non spécifié,Non spécifié,2010.0,,,Non spécifié,False,cmkjnzcy00052vtv5p4innlw1,Sylvain Maillard,sylvain-maillard,RE,Renaissance,Non spécifié,Non spécifié,Non spécifié,Non spécifié,51.0,1974.0,Non spécifié
cmlv84yzw00lwemv5kypkngpl,veronique-louwagie-condamnation-pour-licenciement-abusif-et-discrimination,Condamnation pour licenciement abusif et discrimination,"Le 13 décembre 2022, le conseil de prud'hommes condamne Véronique Louwagie à verser 15 635,43 euros à son ancienne femme de ménage. Elle avait employé cette personne sans contrat de travail, sans durée de travail définie et sans planning déterminé, puis l'avait licenciée alors qu'elle était en arrêt de travail, reconnue travailleuse handicapée, souffrant d'affections reconnues comme accident du travail et maladie professionnelle. Le conseil de prud'hommes a considéré que la démarche pouvait s'apparenter à une tentative de se soustraire aux conséquences d'un possible licenciement pour inaptitude.",CONDAMNATION_PREMIERE_INSTANCE,AUTRE,Non spécifié,2024-12-24T00:00:00.000Z,Non spécifié,,,,Non spécifié,False,cmkjnz8ts003gvtv5u762c14v,Véronique Louwagie,veronique-louwagie,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,64.0,1961.0,Non spécifié
cmlv84yv900llemv5na02apfr,marie-france-lorho-condamnation-de-marie-france-lorho-pour-emploi-fictif-de-yann-bompard,Condamnation de Marie-France Lorho pour emploi fictif de Yann Bompard,"Marie-France Lorho, députée RN du Vaucluse, a été condamnée le 26 janvier 2026 par le tribunal correctionnel de Marseille pour détournement de fonds publics et subornation de témoin. Elle est accusée d'avoir employé Yann Bompard, actuel maire d'Orange, comme collaborateur parlementaire entre novembre 2021 et février 2023, alors qu'il n'effectuait plus son travail après être devenu maire. Le tribunal a prononcé une peine de 18 mois de prison avec sursis, 10 000 euros d'amende et 5 ans d'inéligibilité avec exécution provisoire. L'Assemblée nationale, partie civile, évalue le préjudice à 75 000 euros que Marie-France Lorho devra rembourser. Des écoutes du 5 septembre 2023 ont révélé des tentatives d'incitation au mensonge pour couvrir l'affaire.",APPEL_EN_COURS,DETOURNEMENT_FONDS_PUBLICS,2021-11-01T00:00:00.000Z,Non spécifié,2026-01-26T00:00:00.000Z,2021.0,2026.0,,Non spécifié,False,cmkjnzrst00aqvtv55ya44mn3,Marie-France Lorho,marie-france-lorho,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,61.0,1964.0,Non spécifié
cmlv84ym600leemv50ezsie5r,stephane-le-rudulier-depenses-personnelles-sur-fonds-publics-de-la-mairie-de-rognac,Dépenses personnelles sur fonds publics de la mairie de Rognac,"[Stéphane Le Rudulier](/politiques/stephane-le-rudulier), sénateur des Bouches-du-Rhône et membre de [Les Républicains](/partis/les-republicains), était à l'époque des faits maire de Rognac. En 2024, le journal Marsactu révèle que des dépenses s'élevant à plusieurs dizaines de milliers d'euros annuels ont été engagées aux frais de la municipalité sans lien apparent avec ses activités. Ces dépenses auraient été effectuées par l'ancien maire Le Rudulier et par sa successeuse. Le parquet d'Aix-en-Provence ouvre une enquête préliminaire le 17 avril 2024 pour examiner la nature de ces dépenses et établir si elles correspondent à un détournement de fonds publics. L'enquête vise à déterminer les responsabilités respectives des deux édiles et à vérifier le bien-fondé de chaque transaction incriminée. Sous le régime de la présomption d'innocence, aucune mise en examen n'a pour l'heure été prononcée. Les investigations en cours doivent permettre au parquet de qualifier précisément les faits et de décider des suites judiciaires appropriées. Cette affaire s'inscrit dans un contexte plus large de questions de gouvernance municipale et de gestion des deniers publics locaux.",ENQUETE_PRELIMINAIRE,DETOURNEMENT_FONDS_PUBLICS,Non spécifié,2024-05-28T00:00:00.000Z,Non spécifié,,,,Non spécifié,False,cmksfdx2k00v7c0v5bjrx1vde,Stéphane Le Rudulier,stephane-le-rudulier,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,52.0,1973.0,Non spécifié
cmlv84yd300l6emv5fewsdas5,marine-le-pen-outrage-a-agents-publics-incident-du-16e-arrondissement,Outrage à agents publics (incident du 16e arrondissement),"Le 20 février 2003, lors d'une soirée chez Frédéric Chatillon, Marine Le Pen aurait proféré des injures à l'encontre de policiers appelés pour tapage nocturne, incluant des propos racistes selon Le Canard Enchaîné. Elle a été poursuivie pour outrage à agents publics. Marine Le Pen a porté plainte contre le journal pour diffamation, mais a été déboutée en première instance, en appel, puis définitivement par la Cour de cassation en mars 2016, la justice ayant retenu la bonne foi du Canard Enchaîné.",CONDAMNATION_DEFINITIVE,DIFFAMATION,2003-02-20T00:00:00.000Z,Non spécifié,Non spécifié,2003.0,,,Non spécifié,False,cmkjnzm01008ivtv5kzxhh9wm,Marine Le Pen,marine-le-pen,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,57.0,1968.0,Non spécifié
cmlv84y8j00l1emv59sezuvml,marine-le-pen-relaxe-de-marine-le-pen-pour-injure-publique-envers-une-etudiante-voilee,Relaxe de Marine Le Pen pour injure publique envers une étudiante voilée,"En mars 2019, durant la campagne des élections européennes, Marine Le Pen avait commenté sur le réseau social X la photo de Yasmine Ouirhane, ancienne étudiante de Sciences Po Bordeaux désignée ""jeune européenne de l'année 2019"", en la qualifiant de promotion de l'""islam radical"". L'étudiante, qui portait le voile sur la photo, avait déposé plainte pour injure publique en raison de l'origine, l'ethnie, la nation, la race ou la religion. Le 20 janvier 2026, le tribunal correctionnel de Paris (17e chambre) a relaxé Marine Le Pen, estimant que le terme ""islam radical"" ne renvoie pas de manière évidente au jihadisme ou au terrorisme, mais à une pratique rigoriste de la religion, et qu'associer une personne à une telle pratique ne revêt pas un caractère injurieux dans le cadre d'un débat d'idées.",RELAXE,INJURE,2019-03-31T00:00:00.000Z,Non spécifié,2026-01-20T00:00:00.000Z,2019.0,2026.0,,Non spécifié,False,cmkjnzm01008ivtv5kzxhh9wm,Marine Le Pen,marine-le-pen,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,57.0,1968.0,Non spécifié
cmlv84y3v00kkemv5ngd9xxe6,marine-le-pen-condamnation-de-marine-le-pen-pour-detournement-de-fonds-publics-dans-l-affaire-des-assistants-parlementaires-europeens-du-fn,Condamnation de Marine Le Pen pour détournement de fonds publics dans l'affaire des assistants parlementaires européens du FN,"Marine Le Pen est accusée d'avoir organisé et dirigé un système frauduleux d'embauche d'assistants parlementaires européens du Front National qui travaillaient en réalité pour le parti entre 2004 et 2016, détournant environ 1,4 million d'euros de fonds publics européens. En mars 2025, elle est condamnée en première instance par le tribunal correctionnel de Paris à quatre ans de prison dont deux ferme sous bracelet électronique, cinq ans d'inéligibilité avec exécution provisoire et 100 000 euros d'amende. En appel, le parquet général a requis en février 2026 une peine de quatre ans d'emprisonnement dont un ferme, cinq ans d'inéligibilité sans exécution provisoire et 100 000 euros d'amende. Le procès en appel, qui s'est tenu de janvier à février 2026 devant la cour d'appel de Paris, implique également dix autres prévenus dont Louis Aliot, Nicolas Bay, Bruno Gollnisch et Catherine Griset. La décision de la cour d'appel est attendue à l'été 2026.",APPEL_EN_COURS,DETOURNEMENT_FONDS_PUBLICS,Non spécifié,Non spécifié,2025-03-31T00:00:00.000Z,,2025.0,,Non spécifié,False,cmkjnzm01008ivtv5kzxhh9wm,Marine Le Pen,marine-le-pen,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,57.0,1968.0,Non spécifié
cmlv84xv500kgemv5eww3y3m6,marine-le-pen-riwal-financement-des-campagnes-legislatives-fn-2012,Affaire Riwal - Financement des campagnes législatives FN 2012,"Cette affaire concerne le financement des campagnes législatives du Front National en 2012, impliquant la société Riwal de Frédéric Chatillon, principal prestataire du parti. En 2017, treize personnes sont mises en examen, dont Marine Le Pen à qui il est reproché d'avoir employé fictivement deux de ses conseillers (Nicolas Bay et David Rachline) en CDD pendant sa campagne, rémunérés par Riwal plutôt que par le FN. Le 16 juin 2020, le tribunal correctionnel de Paris relaxe le parti de l'accusation principale de surfacturation des kits de campagne, mais condamne le Rassemblement national (RN) à 18 750 euros d'amende pour recel d'abus de biens sociaux. Le parquet fait appel de ce jugement. En 2024, la Cour de cassation rejette les pourvois du RN et de proches de Marine Le Pen, rendant définitive la condamnation du parti.",CONDAMNATION_DEFINITIVE,FINANCEMENT_ILLEGAL_CAMPAGNE,2012-06-01T00:00:00.000Z,Non spécifié,2020-06-16T00:00:00.000Z,2012.0,2020.0,,Non spécifié,False,cmkjnzm01008ivtv5kzxhh9wm,Marine Le Pen,marine-le-pen,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,57.0,1968.0,Non spécifié
cmlv84xqi00k1emv5tdiipji3,marine-le-pen-jeanne-condamnation-definitive-du-rassemblement-national-pour-recel-d-abus-de-biens-sociaux,Affaire Jeanne : condamnation définitive du Rassemblement national pour recel d'abus de biens sociaux,"En 2010, des proches de Marine Le Pen créent le micro-parti Jeanne qui reçoit 9 millions d'euros en 2012. Une information judiciaire est ouverte en avril 2014 pour escroquerie en bande organisée concernant les activités financières de cette structure, utilisée dans le cadre des kits de campagne pour les élections législatives de 2012. En première instance en juin 2020, le Front national (devenu Rassemblement national) a été condamné à une amende de 18 750 euros pour recel d'abus de biens sociaux et relaxé de la principale accusation de surfacturation. Le 19 juin 2024, la Cour de cassation a confirmé le jugement d'appel, condamnant définitivement le RN à une amende de 250 000 euros, rendant cette condamnation définitive. L'affaire concerne un montage complexe visant à détourner les remboursements de frais de campagne électorale au profit du microparti Jeanne.",CONDAMNATION_DEFINITIVE,RECEL,2012-06-01T00:00:00.000Z,Non spécifié,2024-06-19T00:00:00.000Z,2012.0,2024.0,,Non spécifié,False,cmkjnzm01008ivtv5kzxhh9wm,Marine Le Pen,marine-le-pen,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,57.0,1968.0,Non spécifié
cmlv84xlz00jwemv5fow9xvg5,marine-le-pen-condamnation-de-marine-le-pen-pour-diffamation-envers-la-cimade-2,Condamnation de Marine Le Pen pour diffamation envers la Cimade,"En janvier 2022, lors d'un entretien sur BFMTV en pleine campagne présidentielle, Marine Le Pen accuse les associations humanitaires d'être ""parfois complices des passeurs"" et vise directement la Cimade, l'accusant d'organiser ""la filière d'immigration clandestine en provenance des Comores"" à Mayotte. La Cimade, association engagée contre la xénophobie et l'exclusion des personnes immigrées, porte plainte pour diffamation. Marine Le Pen est condamnée en première instance, puis la condamnation est confirmée en appel par la cour d'appel de Paris le 11 septembre 2024 à 500 euros d'amende avec sursis. Le 16 décembre 2025, la Cour de cassation rejette le pourvoi de Marine Le Pen et rend la condamnation définitive, jugeant que ""les limites de la liberté d'expression ont été dépassées"".",CONDAMNATION_DEFINITIVE,DIFFAMATION,2022-01-01T00:00:00.000Z,Non spécifié,2025-12-16T00:00:00.000Z,2022.0,2025.0,,Non spécifié,False,cmkjnzm01008ivtv5kzxhh9wm,Marine Le Pen,marine-le-pen,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,57.0,1968.0,Non spécifié
cmlv84wyo00j7emv56rvg2bx3,marine-le-pen-condamnation-de-marine-le-pen-pour-diffamation-envers-christian-baeckeroot,Condamnation de Marine Le Pen pour diffamation envers Christian Baeckeroot,"Marine Le Pen et Louis Aliot ont été condamnés en appel le 27 janvier 2011 pour diffamation envers Christian Baeckeroot, ancien membre du Front National. L'affaire concernait des accusations portées en 2008 par le FN envers Baeckeroot, qui aurait qualifié Carl Lang (alors vice-président du parti) de ""merde"", ""ordure"" et ""salopard"". Marine Le Pen a été condamnée à 1.500 euros d'amende avec sursis et 1.000 euros de dommages et intérêts. Le pourvoi en cassation a été rejeté le 11 octobre 2011, rendant la condamnation définitive.",CONDAMNATION_DEFINITIVE,DIFFAMATION,2008-01-01T00:00:00.000Z,Non spécifié,2011-01-27T00:00:00.000Z,2008.0,2011.0,,Non spécifié,False,cmkjnzm01008ivtv5kzxhh9wm,Marine Le Pen,marine-le-pen,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,57.0,1968.0,Non spécifié
cmlv84wk200isemv5ojbdwaau,bastien-lachaud-mise-en-examen-de-bastien-lachaud-dans-l-affaire-des-comptes-de-campagne-de-jean-luc-melenchon-2017,Mise en examen de Bastien Lachaud dans l'affaire des comptes de campagne de Jean-Luc Mélenchon 2017,"Le 22 septembre 2021, Bastien Lachaud, député LFI de Seine-Saint-Denis, est mis en examen pour prêt illicite de main-d'œuvre, faux, escroquerie et tentative d'escroquerie dans le cadre de l'enquête judiciaire sur les comptes de la campagne présidentielle de Jean-Luc Mélenchon en 2017. Il était salarié et trésorier de l'association L'Ère du Peuple qui l'a rétribué 29 000 euros brut en treize mois, prestation facturée pour près de 130 000 euros au mandataire de campagne, permettant à l'association de dégager une marge de 59 à 66%. La Commission nationale des comptes de campagne avait relevé une différence de 152 688 euros entre les salaires versés et les montants facturés, refusant de rembourser cette marge et signalant les faits à la justice. Le 16 juin 2022, la chambre de l'instruction de la cour d'appel de Paris confirme sa mise en examen et rejette sa requête en annulation des poursuites.",MISE_EN_EXAMEN,FINANCEMENT_ILLEGAL_CAMPAGNE,2017-01-01T00:00:00.000Z,Non spécifié,2021-09-22T00:00:00.000Z,2017.0,2021.0,,Non spécifié,False,cmkjnzn0w008wvtv5ihg3vept,Bastien Lachaud,bastien-lachaud,LFI,La France insoumise,Non spécifié,Non spécifié,Non spécifié,Non spécifié,45.0,1980.0,Non spécifié
cmlv84wfi00imemv5owuam7jn,bastien-lachaud-condamnation-de-bastien-lachaud-pour-trouble-a-l-ordre-public-lors-de-la-perquisition-au-siege-de-lfi,Condamnation de Bastien Lachaud pour trouble à l'ordre public lors de la perquisition au siège de LFI,"Le 16 octobre 2018, lors d'une perquisition menée par l'OCLCIFF dans les locaux de La France insoumise à Paris dans le cadre d'enquêtes sur les comptes de campagne 2017 et les emplois présumés fictifs au Parlement européen, Bastien Lachaud participe à des altercations avec les forces de l'ordre et la magistrature. Le député de Seine-Saint-Denis est poursuivi pour rébellion, provocation et actes d'intimidation. Après un procès en septembre 2019 au tribunal correctionnel de Bobigny, il est condamné le 9 décembre 2019 à une amende de 6 000 euros. Jean-Luc Mélenchon, également présent lors de la perquisition, a été condamné dans la même affaire à trois mois de prison avec sursis et 8 000 euros d'amende.",CONDAMNATION_DEFINITIVE,AUTRE,2018-10-16T00:00:00.000Z,Non spécifié,2019-12-09T00:00:00.000Z,2018.0,2019.0,,Non spécifié,False,cmkjnzn0w008wvtv5ihg3vept,Bastien Lachaud,bastien-lachaud,LFI,La France insoumise,Non spécifié,Non spécifié,Non spécifié,Non spécifié,45.0,1980.0,Non spécifié
cmlv84waq00igemv5wkz1ud09,andy-kerbrat-andy-kerbrat-utilisation-presumee-de-frais-de-mandat-pour-des-depenses-personnelles,Affaire Andy Kerbrat : utilisation présumée de frais de mandat pour des dépenses personnelles,"Le député LFI de Loire-Atlantique Andy Kerbrat, âgé de 34 ans, est soupçonné d'avoir utilisé son avance de frais de mandat (AFM) pour des dépenses personnelles, incluant potentiellement l'achat de stupéfiants. Selon Mediapart, il aurait effectué des virements de son compte AFM vers son compte personnel pour environ 25 000 euros, dans un contexte d'addiction à des drogues de synthèse. Le député reconnaît avoir ""fait n'importe quoi"" avec ses frais de mandat et affirme avoir remboursé les dépenses interdites. La présidente de l'Assemblée nationale Yaël Braun-Pivet a saisi le déontologue de l'institution le 15 novembre 2024 pour un contrôle de ses dépenses et indiqué qu'elle saisirait la justice si les faits étaient avérés. Une association anti-corruption a déposé plainte contre le député, qui est actuellement visé par une procédure judiciaire pour usage de stupéfiants et en arrêt maladie.",ENQUETE_PRELIMINAIRE,DETOURNEMENT_FONDS_PUBLICS,2024-10-17T00:00:00.000Z,Non spécifié,Non spécifié,2024.0,,,Non spécifié,False,cmkjo07f000govtv5fscpnpbt,Andy Kerbrat,andy-kerbrat,LFI,La France insoumise,Non spécifié,Non spécifié,Non spécifié,Non spécifié,35.0,1990.0,Non spécifié
cmlv84w6400icemv5nfks801s,andy-kerbrat-interpellation-d-andy-kerbrat-pour-achat-de-stupefiants,Interpellation d'Andy Kerbrat pour achat de stupéfiants,"Andy Kerbrat, député La France Insoumise de Loire-Atlantique, est interpellé en flagrant délit mi-octobre 2024 lors de l'achat de 1,35 gramme de 3-MMC (drogue de synthèse) à un mineur dans le métro parisien. L'élu reconnaît immédiatement les faits et sa consommation régulière de drogue, qu'il lie à des problèmes d'addiction et à des pratiques de chemsex, débutées fin 2022 après le décès de sa mère. Une enquête de Mediapart révèle en novembre 2024 qu'il aurait utilisé son avance de frais de mandat (AFM) pour effectuer des retraits et virements vers son compte personnel à hauteur d'environ 25 000 euros en 2023, qu'il affirme avoir remboursés. Le député, actuellement en arrêt maladie, est poursuivi pour usage de stupéfiants et fait l'objet d'une saisine du déontologue de l'Assemblée nationale concernant l'usage présumé de fonds publics.",CONDAMNATION_PREMIERE_INSTANCE,AUTRE,2024-10-17T00:00:00.000Z,Non spécifié,Non spécifié,2024.0,,,Non spécifié,False,cmkjo07f000govtv5fscpnpbt,Andy Kerbrat,andy-kerbrat,LFI,La France insoumise,Non spécifié,Non spécifié,Non spécifié,Non spécifié,35.0,1990.0,Non spécifié
cmlv84w1j00i9emv5i1j719dl,philippe-juvin-plainte-pour-harcelement-moral-et-discrimination-syndicale,Plainte pour harcèlement moral et discrimination syndicale,"[Philippe Juvin](/politiques/philippe-juvin), membre du groupe [Les Républicains](/partis/les-republicains), a été maire de La Garenne-Colombes avant de devenir [Député de la 3ème circonscription](https://fr.wikipedia.org/wiki/Circonscriptions_législatives_du_Val-d%27Oise). Il a quitté ses fonctions municipales en juillet 2022. Le 25 avril 2023, l'interco-CFDT des Hauts-de-Seine et un élu syndical déposent plainte contre [Philippe Juvin](/politiques/philippe-juvin) pour harcèlement moral, entrave à un processus de signalement et discrimination syndicale. La plainte vise également Monique Raimbault, qui a succédé à Juvin à la mairie en juillet 2022. Selon l'organisation syndicale, des représentants du personnel auraient subi des mesures de rétorsion — notamment des restrictions d'accès ou des isolements professionnels — après avoir dénoncé les conditions de travail dégradées des employés municipaux. La CFDT soutient que ces représailles constituent une discrimination syndicale visant à dissuader les activités de défense des droits des travailleurs. L'enquête préliminaire a été ouverte afin d'examiner les fondements de ces accusations. À ce stade de la procédure, la présomption d'innocence s'applique aux personnes mises en cause. L'issue de cette enquête déterminera si des poursuites pourront être engagées.",ENQUETE_PRELIMINAIRE,HARCELEMENT_MORAL,Non spécifié,2023-05-05T00:00:00.000Z,Non spécifié,,,,Non spécifié,False,cmkjnz6ds002ivtv5myn6lv1s,Philippe Juvin,philippe-juvin,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,61.0,1964.0,Non spécifié
cmlv84vwz00i4emv57op4rxiq,philippe-juvin-transaction-financiere-suite-a-l-auto-recours-de-philippe-juvin,Affaire de la transaction financière suite à l'auto-recours de Philippe Juvin,"En mars 2017, un permis de construire pour une résidence de trois étages à La Garenne-Colombes est délivré par délégation du maire Philippe Juvin. Le 5 mai 2017, Philippe Juvin attaque à titre personnel ce permis devant le tribunal administratif de Cergy-Pontoise, invoquant des nuisances et une perte de valeur de sa propre maison située à proximité du projet. Le 30 octobre 2017, un protocole d'accord confidentiel est signé entre le maire et le promoteur immobilier franco-suisse (groupe Promogim), prévoyant une indemnisation de 6 à 7% de la valeur de sa maison, soit environ 97 500 euros. Philippe Juvin se désiste de son recours le 13 novembre 2017 et l'affaire est abandonnée le 1er décembre 2017. L'affaire est révélée par Mediapart en novembre 2019.",CLASSEMENT_SANS_SUITE,CONFLIT_INTERETS,2017-03-08T00:00:00.000Z,Non spécifié,2017-12-01T00:00:00.000Z,2017.0,2017.0,,Non spécifié,False,cmkjnz6ds002ivtv5myn6lv1s,Philippe Juvin,philippe-juvin,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,61.0,1964.0,Non spécifié
cmlv84vni00hqemv50jh282gy,sandrine-josso-ineligibilite-de-sandrine-josso-pour-retard-de-comptes-de-campagne-municipale,Inéligibilité de Sandrine Josso pour retard de comptes de campagne municipale,"En 2021, Sandrine Josso est condamnée par le tribunal administratif de Nantes à un an d'inéligibilité pour avoir présenté avec plusieurs jours de retard ses comptes de campagne des élections municipales de La Baule en 2020, qu'elle avait perdues. Le tribunal administratif estime que cette faute est totalement imputable à la candidate, sans pour autant révéler une volonté de fraude ou un manquement d'une particulière gravité. Cette peine d'inéligibilité ne concerne que les mandats locaux et n'affecte pas son mandat de députée. Sandrine Josso n'a pas fait appel de cette décision.",CONDAMNATION_DEFINITIVE,AUTRE,2020-03-15T00:00:00.000Z,Non spécifié,2021-02-01T00:00:00.000Z,2020.0,2021.0,,Non spécifié,False,cmkjnziyb007cvtv55m0eq53a,Sandrine Josso,sandrine-josso,DEM,Démocrates,Non spécifié,Non spécifié,Non spécifié,Non spécifié,50.0,1975.0,Non spécifié
cmlv84viz00hlemv5ttnuaqgo,sandrine-josso-pret-non-rembourse-a-une-attachee-parlementaire,Affaire du prêt non remboursé à une attachée parlementaire,"En octobre 2018, Sandrine Josso, députée Modem de Loire-Atlantique, emprunte 10 000 euros à son attachée parlementaire. Cette somme n'ayant été que partiellement remboursée, l'attachée parlementaire poursuit la députée pour abus de confiance et obtient une saisie conservatoire de 6 666,60 euros en juin 2021. L'affaire est plaidée le 10 mai 2022 devant le tribunal judiciaire de Saint-Nazaire, présidé par Cécile Capeau. Le 10 juin 2022, la juge des référés déboutte l'attachée parlementaire de sa demande de remboursement en référé, estimant que l'affaire doit être jugée au fond. L'attachée parlementaire, qui élève seule sa fille, continue de rembourser les échéances mensuelles du prêt qu'elle avait elle-même contracté pour la députée.",CLASSEMENT_SANS_SUITE,ABUS_CONFIANCE,2018-10-01T00:00:00.000Z,Non spécifié,2022-06-10T00:00:00.000Z,2018.0,2022.0,,Non spécifié,False,cmkjnziyb007cvtv55m0eq53a,Sandrine Josso,sandrine-josso,MoDem,Mouvement démocrate,Non spécifié,Non spécifié,Non spécifié,Non spécifié,50.0,1975.0,Non spécifié
